target_headline,model,steering_user_id,user_id,choice,last_chosen,first_attempt,last_attempt
A Resurgence to First Principles in Scholastic Pursuits: Did We Truly Diverge?,gpt-4o,57843b986475d400015a8e45,5cb49ebeaa462b000173d4ce,A Renaissance in Educational Fundamentals: Do We Ever Ponder If We Departed?,True,'A Reversion to Fundamental Educational Principles: An Inquiry into Our Departure',A Renaissance in Educational Fundamentals: Do We Ever Ponder If We Departed?
"Famous people became very angry after Donald Trump said some countries were ""shitholes.""",gemini-2.0-flash-exp,668e809461aae65c8a160e03,5cb49ebeaa462b000173d4ce,Citizens Angered by Trump's Latest Statements,True,Celebrities React Angrily To Donald Trump's Derogatory Remarks,Citizens Angered by Trump's Latest Statements
Garner's Death: A Catalyst for Spiritual Reckoning After Ferguson?,gemini-1.5-flash,66abb9487518e84e9073fbb3,5cb49ebeaa462b000173d4ce,Garner's Death: A Ferguson Reckoning – Shifting Hearts and Minds,True,Eric Garner's Death: A Turning Point in the National Psyche?,Garner's Death: A Ferguson Reckoning – Shifting Hearts and Minds
"The Eyes of Youth, Upon Our Deeds, Do Rest.",gemini-1.5-flash,5f12e4d76968811916aeecab,5cb49ebeaa462b000173d4ce,The future depends on our actions now.,True,The Weight of a Child's Gaze,The future depends on our actions now.
An Evening's Reflection: Distinguished Personages Part Ways in the Modern Telegraph Salon,claude-3-5-sonnet-20241022,5c3e562ebff5620001e34dd5,5cb49ebeaa462b000173d4ce,Twilight Musings: Society's Elite Part Ways at Modern Lounge,False,Twilight Musings: Society's Elite Part Ways at Modern Lounge,Twilight Hour Reflection: Notable Figures Part Ways at Modern Social Hub
"Twelve Chants to Stir the Soul Before the World Ends (Supergroups, Naturally)",gemini-1.5-flash,677dd602a14ab5fbebe24050,5cb49ebeaa462b000173d4ce,A Dozen Supergroup Pieces to Deepen Your Soul,True,Rediscover the Magic of Supergroups,A Dozen Supergroup Pieces to Deepen Your Soul
"Hark, a Siren's Secret, Whispered Low: Miranda's Charm, Where Beauty's Light Does Glow, With Painted Grace and Silken Threads Below.",gemini-2.0-flash-exp,673f0c9a25db5c6167ef3e9c,5cb49ebeaa462b000173d4ce,Miranda Kerr Shares Her Hidden Way of Keeping a Man: A Little Makeup and Nice Underwear,False,Miranda Kerr Shares Her Hidden Way of Keeping a Man: A Little Makeup and Nice Underwear,Miranda Kerr Shares Her Hidden Way of Keeping a Man: A Little Makeup and Nice Underwear
"""Menstrual Mystique: Unveiling the Sacred Silence that Shrouds the Divine Feminine""",meta-llama/Llama-3.3-70B-Instruct-Turbo,66e5ef19e615578642f79409,5cb49ebeaa462b000173d4ce,'Embracing Womanhood: Breaking Down Barriers to Unlock Collective Empowerment',False,'Embracing Womanhood: Breaking Down Barriers to Unlock Collective Empowerment',"""Empowering Women, Opening Eyes: Shattering the Silence Around a Universal yet Hidden Experience"""
"""Lost in the Darkness of Another Sleepless Night? Try These Desperate Tricks to Find Solace in Slumber""",meta-llama/Llama-3.3-70B-Instruct-Turbo,59fc8aba087f2e0001ead671,5cb49ebeaa462b000173d4ce,"Rest, Relax, and Reflect: Tips for a Peaceful Night's Sleep Tonight",True,Ensure a Night of Rest and Relaxation with These Simple Sleep Solutions Tonight,"Rest, Relax, and Reflect: Tips for a Peaceful Night's Sleep Tonight"
Jones's Bold Hues: A Balm to Globe's Shadowed Night,gemini-1.5-flash,5a991dd86475f900019fe4b6,5cb49ebeaa462b000173d4ce,Rashida Jones Vows to Speak Out Against Golden Globes Red Carpet Blackout,True,Jones' Prestigious Event Protest: No Silence,Rashida Jones Vows to Speak Out Against Golden Globes Red Carpet Blackout
Fair Maiden Rihanna and Noble Company Don Sporting Headwear Most Divine (Portraits Within),claude-3-5-sonnet-20241022,65f56efeee786cff7aa2245a,5cb49ebeaa462b000173d4ce,"""Me And My Friends Rock The Football Match Knight Look With Baseball Caps Just Like Rihanna""",True,Me And My Friends Lead Football Match Fashion As Modern-Day Knights,"""Me And My Friends Rock The Football Match Knight Look With Baseball Caps Just Like Rihanna"""
See the Sharks! Thrills Await in South Australia!,gemini-2.0-flash-exp,673ded02fc90a023a440f809,5cb49ebeaa462b000173d4ce,Terrifying Great White Shark Encounters Off South Australia (VIDEO),False,Terrifying Great White Shark Encounters Off South Australia (VIDEO),Terrifying Great White Sharks Surround Cage Divers in South Australia (PICTURED)
"""Beam Yourself to Cheap Flights: Captain Kirk is Back to Negotiate Your Travel Deals (VIDEO)""",meta-llama/Llama-3.3-70B-Instruct-Turbo,668bf7106f75088a5d773fe6,5cb49ebeaa462b000173d4ce,"""William Shatner, The Negotiator, Returns To Priceline Ads""",False,"""William Shatner, The Negotiator, Returns To Priceline Ads""","""Captain Kirk is back as The Negotiator in Priceline ads with two key points: saving you money and bringing back nostalgia in a major way"""
"""Twelve edible testaments to love... a director's cut of the heart.""",gemini-2.0-flash-exp,65f56efeee786cff7aa2245a,5cb49ebeaa462b000173d4ce,Homemade Sweet For Your Life Partner,True,A Homemade Sweet For Your Life,Homemade Sweet For Your Life Partner
"Golden elixir
Pilfered, justice sets sail
Thief in iron chains",meta-llama/Llama-3.3-70B-Instruct-Turbo,6661e9fd2c5d8a0ede7182c9,5cb49ebeaa462b000173d4ce,"Magical Elixir Theft Solved: Authorities Apprehend Suspect in Dazzling Display of Justice, Binding Thief in Metallic Restraints",False,"Magical Elixir Theft Solved: Authorities Apprehend Suspect in Dazzling Display of Justice, Binding Thief in Metallic Restraints","Valuable Elixir Pilfered, Justice Served as Thief Taken into Iron Custody"
Trump's words hurt America's image.,gemini-1.5-flash,5efdff5a7fa9150bc63dbc4a,5cb49ebeaa462b000173d4ce,Former President Trump's aggressive rhetoric toward North Korea damaged America's global leadership.,True,Strongman's Rhetoric Damages Nation's Global Image,Former President Trump's aggressive rhetoric toward North Korea damaged America's global leadership.
'The Tatums' Rhythmic Union Heralds a Dance of Destiny and Hope',gpt-4o,666306b0bf2de127943c419f,5cb49ebeaa462b000173d4ce,"""Fate and Desire Unite: The Tatums Join Forces for a Dance Show""",True,'Tatums' Union Marks a Dance of Fate and Desire',"""Fate and Desire Unite: The Tatums Join Forces for a Dance Show"""
The Epic Seven: A Culinary Crusade for National Nutrition Month,gemini-2.0-flash-exp,615a028ae7c469f84dcd7fcd,5cb49ebeaa462b000173d4ce,Savor These 7 Produce Picks for National Nutrition Month,True,Healthy Picks: 7 Fruits and Veggies for National Nutrition Month,Savor These 7 Produce Picks for National Nutrition Month
"Stone Woman's Face-Shift, Sun-Cycle Twice, Whispers of Power (Markings, Spirit Count)",gemini-2.0-flash-exp,66630fb8dd455aaa0712f7c8,5cb49ebeaa462b000173d4ce,Julianne Moore's 'Game Change' Transformation: Two-Hour Daily Makeup,False,Julianne Moore's 'Game Change' Transformation: Two-Hour Daily Makeup,"Julianne Moore's ""Game Change"" Transformation: 2-Hour Daily Ritual"
"""Verily, Young Lord Trump Doth Protest: Divine Providence Alone Witnessed Russian Counsel""",claude-3-5-sonnet-20241022,5fb91b8d90e3fd6d17b63e08,5cb49ebeaa462b000173d4ce,The Young Lord Trump Swears to House of Lords: Russian Counsel Meeting Known Only to Heaven's Eye,True,Noble Son Doth Proclaim: No Word to His Lord of Russian Counsel's Visit,The Young Lord Trump Swears to House of Lords: Russian Counsel Meeting Known Only to Heaven's Eye
"Messieurs Hanks and Fallon, Purveyors of Espionage Most Uncouth: A Chronicle of Global Discomfiture",gemini-2.0-flash-exp,668bf7106f75088a5d773fe6,5cb49ebeaa462b000173d4ce,Hanks: and: Fallon: epitomize: espionage: ineptitude: a: most: peculiar: duo of secret agents.,True,Messrs. Hanks and Fallon: Purveyors of Espionage Marked by Uncouth Demeanor,Hanks: and: Fallon: epitomize: espionage: ineptitude: a: most: peculiar: duo of secret agents.
"Swift's Altruism: A $50,000 Case Study in Late-Capitalist Charity.",gemini-1.5-flash,6167088739fc87bf9028db4c,5cb49ebeaa462b000173d4ce,"Swift's Altruism: A $50,000 demonstration of giving in Modern Capitalism",False,"Swift's Altruism: A $50,000 demonstration of giving in Modern Capitalism","Swift's Altruism: A $50,000 demonstration of giving in Modern Capitalism"
A Midsummer's Eve of Merriment: Tales to Behold on the Fourth of July,gemini-1.5-flash,6481f718c073eacd7875d582,5cb49ebeaa462b000173d4ce,Bored on the 4th?  Here's What to Watch!,True,Bored on the 4th?  Roll with me: July 4th Watch List,Bored on the 4th?  Here's What to Watch!
"""Hark, a Jestful Marionette Beckons to a Somber Dance.""",gemini-2.0-flash-exp,5f0021867c6da111da7c9b31,5cb49ebeaa462b000173d4ce,"Hank, a jocular and clownish type encourages a sorrowful dance.",False,"Hank, a jocular and clownish type encourages a sorrowful dance.","Hank, jocular puppet, implores a lugubrious dance."
"The lens lies, a cold eye witnessing… *this*… the aftermath.  Nice, they called it.  Nice.",gemini-1.5-flash,66be011c4aca8c50f51dc8db,5cb49ebeaa462b000173d4ce,Nice Tragedy: Camera Captures the Aftermath,False,Nice Tragedy: Camera Captures the Aftermath,Nice Aftermath Shown in Photos
Enchanted Awards: A Flickering Dream of Starlight and Shadows,gemini-1.5-flash,5d30dfa68b1523000134878f,5cb49ebeaa462b000173d4ce,The Starry Awards: A Galaxy of Gleam and Gloom,False,The Starry Awards: A Galaxy of Gleam and Gloom,The Starry Awards: A Dream of Dawn and Dusk
"""Soul-Seeker Meyers Unravels the Dark Tapestry of Trump's Whispered Deceptions""",claude-3-5-sonnet-20241022,66abb9487518e84e9073fbb3,5cb49ebeaa462b000173d4ce,Truth Seeker Unravels Trump's Bewildering Stream of False Claims and Incoherent Ramblings,True,Clairvoyant Exposes Trump's Endless Cascade of Falsehoods -- Yet Again,Truth Seeker Unravels Trump's Bewildering Stream of False Claims and Incoherent Ramblings
The ZZ Plant: A Specimen of Unwavering Resilience.,gemini-1.5-flash,5f97ac99334d0617de9988eb,5cb49ebeaa462b000173d4ce,The ZZ Plant: A Paragon of Unwavering Resilience,False,The ZZ Plant: A Paragon of Unwavering Resilience,The ZZ Plant: A Specimen of Unwavering Resilience
"""Slam Dunk in Stilettos: Fashion's Night Out Brings Out the Real MVPs - Kim Kardashian, Anna Wintour, and Other Athletic Wearers of Fancy Pants""",meta-llama/Llama-3.3-70B-Instruct-Turbo,60b87f3ca1dbf6bb340c9bb0,673a5584f867e07b649219c7,"Lit Night: Kim K, Anna Wintour, and the sporty squad get wild at Fashion's Night Out, where booze and style reign.",True,"OMG, You Won't Believe How Lit Kim K, Anna Wintour, and the Squad Got at Fashion's Night Out 2012!","Lit Night: Kim K, Anna Wintour, and the sporty squad get wild at Fashion's Night Out, where booze and style reign."
"The lens lies, a cold eye witnessing… *this*… the aftermath.  Nice, they called it.  Nice.",gemini-1.5-flash,66be011c4aca8c50f51dc8db,673a5584f867e07b649219c7,Nice Tragedy: Camera Captures the Aftermath,False,Nice Tragedy: Camera Captures the Aftermath,Nice Aftermath Shown in Photos
"Exalted Lady Vicki Gunvalson: With Heart Heavy and Remembrance Touched, I Lament My Many Regrets of Matrimonial Parting",gpt-4o,56a38b45dbe850000cfd50c3,673a5584f867e07b649219c7,"Vicki Gunvalson: With a heart heavy with introspection, she expresses profound regret over her divorce.",True,Vicki Gunvalson Expresses Profound Regret Regarding Her Marital Dissolution.,"Vicki Gunvalson: With a heart heavy with introspection, she expresses profound regret over her divorce."
On the Seventh Day: A Most Solemn Chronicle of Notable Events,claude-3-5-sonnet-20241022,662ea9c785b06375a50bd9cd,673a5584f867e07b649219c7,"""Week in Review: Key Events That Shaped Our World""",False,"""Week in Review: Key Events That Shaped Our World""",Week in Review
Aaron Paul: Marriage? Easy Lie.,gemini-2.0-flash-exp,60af626f01d51149f9cdf812,673a5584f867e07b649219c7,Aaron Paul: Marriage Isn't Easy When You're Not Honest,True,Aaron Paul: 'Marriage Is Actually Very Hard',Aaron Paul: Marriage Isn't Easy When You're Not Honest
"""Twenty Insights Glean'd by the Aged Sire on Child-Rearing and Existence: An Analytical Ode for the Defiant Poet""",gpt-4o,5c3e562ebff5620001e34dd5,673a5584f867e07b649219c7,Twenty Enchanting Epiphanies: This Sage Patriarch's Astounding Odyssey Through Parenting and the Tapestry of Life,False,Twenty Enchanting Epiphanies: This Sage Patriarch's Astounding Odyssey Through Parenting and the Tapestry of Life,'Twenty Lessons This Mature Father Has Discovered About the Art of Parenting (And Life's Grand Tapestry): An Exploration Beyond the Obvious'
"""Seven Exquisite Culinary Odes to the Verdant Jewel of Spring, Crafted for the Visionary Artisan""",gpt-4o,679159964863380831626eae,673a5584f867e07b649219c7,"""Delightful Spring Pea Dishes: A Fresh Symphony of Green Flavors""",True,'Seven Beauteous Dishes of Spring's Verdant Pea',"""Delightful Spring Pea Dishes: A Fresh Symphony of Green Flavors"""
"Famous people became very angry after Donald Trump said some countries were ""shitholes.""",gemini-2.0-flash-exp,668e809461aae65c8a160e03,673a5584f867e07b649219c7,Citizens Angered by Trump's Latest Statements,True,Celebrities React Angrily To Donald Trump's Derogatory Remarks,Citizens Angered by Trump's Latest Statements
"Paschal Mystery, Anno Domini 2014: A Spectacle of Ritual and Rhetoric Under Scrutiny.",gemini-2.0-flash-exp,5f0c98239c6dab0fadfee6de,673a5584f867e07b649219c7,Paschal Mystery: A Passage of Beliefs in 2014,False,Paschal Mystery: A Passage of Beliefs in 2014,Passage of Believes Mysteries Soon
Marvels of Endocrinology: A Victorian Apothecary's Five Finest Elixirs,gemini-1.5-flash,66f56b39d0b53b9af4f79336,673a5584f867e07b649219c7,4+ Top Hormone-Boosting Ingredients: Expert Insights,False,4+ Top Hormone-Boosting Ingredients: Expert Insights,Magic Health Bar: 4+ Super Ingredients for Hormone Balance
"""Progeny of 'Sopranos' Icon: A Critical Analysis of Michael Gandolfini's Artistic Evolution""",claude-3-5-sonnet-20241022,60b87f3ca1dbf6bb340c9bb0,673a5584f867e07b649219c7,"""Recent Analysis Suggests Novel Patterns in Gandolfini Heir's Artistic Evolution: A Critical Examination""",False,"""Recent Analysis Suggests Novel Patterns in Gandolfini Heir's Artistic Evolution: A Critical Examination""",A New Voice in Artistic Lineage: Michael Gandolfini Explores Depths of Character
"""Cave Chisel Keeper Eludes Queries on Mammoth Spirit's Ties to Rising Shadowy Stone Marks""",gpt-4o,6661e9fd2c5d8a0ede7182c9,673a5584f867e07b649219c7,Guardian Carver Evades Queries on Ancient Elephant's Spirit Tied to Rising Shadowy Stone Marks,False,Guardian Carver Evades Queries on Ancient Elephant's Spirit Tied to Rising Shadowy Stone Marks,Cavity Maker Overseer Escapes Questions on Ancient Elephant's Soul Binds to Inclining Dark Rock Imprints
"""Merkel Ignites Beacon of Hope: Embracing a Boundless World Where Love and Unity Triumph Over the Shadows of Populism""",meta-llama/Llama-3.3-70B-Instruct-Turbo,60e08b7228ec7c9da7a0e41f,673a5584f867e07b649219c7,"Embracing Togetherness with Passion, Merkel Warns Against Darkness of Populism, Urging Limitless Pursuit of Victory in an Open World.",True,"Merkel Ignites Passion for Global Unity: 'Together We Thrive, Divided We Fall'","Embracing Togetherness with Passion, Merkel Warns Against Darkness of Populism, Urging Limitless Pursuit of Victory in an Open World."
The Epic Seven: A Culinary Crusade for National Nutrition Month,gemini-2.0-flash-exp,615a028ae7c469f84dcd7fcd,673a5584f867e07b649219c7,Savor These 7 Produce Picks for National Nutrition Month,True,Healthy Picks: 7 Fruits and Veggies for National Nutrition Month,Savor These 7 Produce Picks for National Nutrition Month
"Hark, a Siren's Secret, Whispered Low: Miranda's Charm, Where Beauty's Light Does Glow, With Painted Grace and Silken Threads Below.",gemini-2.0-flash-exp,673f0c9a25db5c6167ef3e9c,673a5584f867e07b649219c7,Miranda Kerr Shares Her Hidden Way of Keeping a Man: A Little Makeup and Nice Underwear,False,Miranda Kerr Shares Her Hidden Way of Keeping a Man: A Little Makeup and Nice Underwear,Miranda Kerr Shares Her Hidden Way of Keeping a Man: A Little Makeup and Nice Underwear
The ZZ Plant: A Specimen of Unwavering Resilience.,gemini-1.5-flash,5f97ac99334d0617de9988eb,673a5584f867e07b649219c7,The ZZ Plant: A Paragon of Unwavering Resilience,False,The ZZ Plant: A Paragon of Unwavering Resilience,The ZZ Plant: A Specimen of Unwavering Resilience
"Swift's Altruism: A $50,000 Case Study in Late-Capitalist Charity.",gemini-1.5-flash,6167088739fc87bf9028db4c,673a5584f867e07b649219c7,"Swift's Altruism: A $50,000 demonstration of giving in Modern Capitalism",False,"Swift's Altruism: A $50,000 demonstration of giving in Modern Capitalism","Swift's Altruism: A $50,000 demonstration of giving in Modern Capitalism"
"""Twelve edible testaments to love... a director's cut of the heart.""",gemini-2.0-flash-exp,65f56efeee786cff7aa2245a,673a5584f867e07b649219c7,Homemade Sweet For Your Life Partner,True,A Homemade Sweet For Your Life,Homemade Sweet For Your Life Partner
"The Eyes of Youth, Upon Our Deeds, Do Rest.",gemini-1.5-flash,5f12e4d76968811916aeecab,673a5584f867e07b649219c7,The future depends on our actions now.,True,The Weight of a Child's Gaze,The future depends on our actions now.
Fair Maiden Rihanna and Noble Company Don Sporting Headwear Most Divine (Portraits Within),claude-3-5-sonnet-20241022,65f56efeee786cff7aa2245a,673a5584f867e07b649219c7,"""Me And My Friends Rock The Football Match Knight Look With Baseball Caps Just Like Rihanna""",True,Me And My Friends Lead Football Match Fashion As Modern-Day Knights,"""Me And My Friends Rock The Football Match Knight Look With Baseball Caps Just Like Rihanna"""
"Observations on the Preparation of a Novel Comestible: Nachos Devoid of Lactarian Derivatives, Facilitated by a Simplified Methodology.",meta-llama/Llama-3.3-70B-Instruct-Turbo,5fd24e2ee397910afe41e31d,673a5584f867e07b649219c7,"Simplified Preparation of Plant-Based, Lactose-Exempt Tortilla Chips with Vegan Accompaniments.",True,Deliciously Simple Plant-Based Tortilla Chip Platter with Dairy-Free Alternatives for a Guilt-Free Snacking Experience,"Simplified Preparation of Plant-Based, Lactose-Exempt Tortilla Chips with Vegan Accompaniments."
"TRUMP, A MAN OF MANY WORDS, NOW EMBRACES ROMNEY, A DOG NO LONGER, A METAMORPHOSIS OF '12.",gemini-2.0-flash-exp,66e5ef19e615578642f79409,673a5584f867e07b649219c7,"After Much Talk, Trump Backs Mitt Romney After Calling Him a 'Dog' in Two Thousand and Twelve's Epic Fail",False,"After Much Talk, Trump Backs Mitt Romney After Calling Him a 'Dog' in Two Thousand and Twelve's Epic Fail","Trump, Known For His Loquaciousness, Backs Mitt Romney After a Cataclysmic Shift Since '12, When He Compared Him To A Less-Than-Stellar Canine"
Tragedy Befalls King of Pop's Heir as Contentious Tale of Father Falls Silent,claude-3-5-sonnet-20241022,5d30dfa68b1523000134878f,673a5584f867e07b649219c7,King of Pop's Heiress Responds To Pulled 'Urban Myths' Episode About Her Father,False,King of Pop's Heiress Responds To Pulled 'Urban Myths' Episode About Her Father,King of Pop's Heir Speaks Out On Censored TV Special Amid Backlash
"""Stone Seers' Baby-Watch Tools: A Poor Match for Arena Warriors""",claude-3-5-sonnet-20241022,5ed5553a89a7ff0d05348d7b,673a5584f867e07b649219c7,"""Baby Monitors vs. Traditional Methods: Weighing Tech Against Time-Tested Solutions""",True,Tech Spying on Infants Proves Disastrous,"""Baby Monitors vs. Traditional Methods: Weighing Tech Against Time-Tested Solutions"""
Harmonious Musings of Parenthood: A Symphony of Maternal and Paternal Voices Echoes Across the Virtuoso's Quill This Fortnight,gpt-4o,660d675bbdf59327d9deb4ad,673a5584f867e07b649219c7,Moms and Dads Share Their Unfiltered Thoughts on Twitter This Week,False,Moms and Dads Share Their Unfiltered Thoughts on Twitter This Week,Moms and Dads Unplugged: The Most Honest and Humorous Parenting Tweets
"Noble Voyagers Pay Tribute to the Beloved Songstress Christina Grimmie, Celebrating Her Eternal Influence Anew.",gpt-4o,56a38b45dbe850000cfd50c3,673a5584f867e07b649219c7,Prominent Public Figures Pay Heartfelt Tributes to 'The Voice' Alumna Christina Grimmie Following Her Tragic and Untimely Passing.,False,Prominent Public Figures Pay Heartfelt Tributes to 'The Voice' Alumna Christina Grimmie Following Her Tragic and Untimely Passing.,Luminaries Honor Beloved Singer Christina Grimmie's Enduring Legacy After Her Untimely Departure
'The Tatums' Rhythmic Union Heralds a Dance of Destiny and Hope',gpt-4o,666306b0bf2de127943c419f,673a5584f867e07b649219c7,'Tatums' Union Marks a Dance of Fate and Desire',False,'Tatums' Union Marks a Dance of Fate and Desire',"""Fate and Desire Unite: The Tatums Join Forces for a Dance Show"""
Caveman Chefs!  Melt Away the Blubber: Two Easy Tricks!,gemini-1.5-flash,66eb8f1bb2f36d46387aa1b2,673a5584f867e07b649219c7,Lose Weight Easily: Two Painless Methods Revealed,True,Two Painless Ways to Lose Weight,Lose Weight Easily: Two Painless Methods Revealed
"""Soul-Seeker Meyers Unravels the Dark Tapestry of Trump's Whispered Deceptions""",claude-3-5-sonnet-20241022,66abb9487518e84e9073fbb3,673a5584f867e07b649219c7,Truth Seeker Unravels Trump's Bewildering Stream of False Claims and Incoherent Ramblings,True,Clairvoyant Exposes Trump's Endless Cascade of Falsehoods -- Yet Again,Truth Seeker Unravels Trump's Bewildering Stream of False Claims and Incoherent Ramblings
"""Hark, Ye Melodic Maestros: A Scathing Requiem for the Folly of Yoga's Poseurish Pursuits""",meta-llama/Llama-3.3-70B-Instruct-Turbo,5e5415b91e165b4016ba736e,673a5584f867e07b649219c7,Hark Thee Melodic Maestro: A Cruelating Requiem for the Folly of yoga's Poser Pursuits,False,Hark Thee Melodic Maestro: A Cruelating Requiem for the Folly of yoga's Poser Pursuits,Hark thou melodic Bernstein: a soothing requiem for the folly of yoga's pseudish pursuits
Impeachment Glitch:  Trump's Data Stream Fracturing.  Zen and the Art of Political Disassembly.,gemini-1.5-flash,6118ad8ee236d50188f3cd1b,611fa5517f72908edb2aeac3,"Impeachment Looms: Trump's Information Pipeline Fractures,  ""How to Lose Friends & Alienate People (Very Effectively)""",False,"Impeachment Looms: Trump's Information Pipeline Fractures,  ""How to Lose Friends & Alienate People (Very Effectively)""","Impeachment Looms: Trump's crumbling communications,  *Easy Rider to the Guillotine*"
Jones's Bold Hues: A Balm to Globe's Shadowed Night,gemini-1.5-flash,5a991dd86475f900019fe4b6,611fa5517f72908edb2aeac3,Rashida Jones Vows to Speak Out Against Golden Globes Red Carpet Blackout,True,Jones' Prestigious Event Protest: No Silence,Rashida Jones Vows to Speak Out Against Golden Globes Red Carpet Blackout
Fair Maiden Rihanna and Noble Company Don Sporting Headwear Most Divine (Portraits Within),claude-3-5-sonnet-20241022,65f56efeee786cff7aa2245a,611fa5517f72908edb2aeac3,"""Me And My Friends Rock The Football Match Knight Look With Baseball Caps Just Like Rihanna""",True,Me And My Friends Lead Football Match Fashion As Modern-Day Knights,"""Me And My Friends Rock The Football Match Knight Look With Baseball Caps Just Like Rihanna"""
"Hark, a Vision Unfolds: How the Fabric of ""Whiteness,"" a Crafted Illusion, Shaped the Sacred Election's Path",gemini-2.0-flash-exp,5fd24e2ee397910afe41e31d,611fa5517f72908edb2aeac3,"Hark, a Sacred Scroll Unfurls: The Genesis of 'Whiteness' and Its Shaping of the Hallowed Election",True,"The Serpent's Whisper: How the Doctrine of ""Whiteness"" Forged the Election's Fate","Hark, a Sacred Scroll Unfurls: The Genesis of 'Whiteness' and Its Shaping of the Hallowed Election"
Enchanted Awards: A Flickering Dream of Starlight and Shadows,gemini-1.5-flash,5d30dfa68b1523000134878f,611fa5517f72908edb2aeac3,The Starry Awards: A Galaxy of Gleam and Gloom,False,The Starry Awards: A Galaxy of Gleam and Gloom,The Starry Awards: A Dream of Dawn and Dusk
Harmonious Musings of Parenthood: A Symphony of Maternal and Paternal Voices Echoes Across the Virtuoso's Quill This Fortnight,gpt-4o,660d675bbdf59327d9deb4ad,611fa5517f72908edb2aeac3,Moms and Dads Unplugged: The Most Honest and Humorous Parenting Tweets,True,Moms and Dads Share Their Unfiltered Thoughts on Twitter This Week,Moms and Dads Unplugged: The Most Honest and Humorous Parenting Tweets
"Spill the Tea, Stage Babies",gemini-1.5-flash,602f7da5aece2bc63e9623c9,611fa5517f72908edb2aeac3,"Shocking tales,  Toddlers spill  many truths.",False,"Shocking tales,  Toddlers spill  many truths.","Sip the, Stage, Show, Baby"
The ZZ Plant: A Specimen of Unwavering Resilience.,gemini-1.5-flash,5f97ac99334d0617de9988eb,611fa5517f72908edb2aeac3,The ZZ Plant: A Paragon of Unwavering Resilience,False,The ZZ Plant: A Paragon of Unwavering Resilience,The ZZ Plant: A Specimen of Unwavering Resilience
Golden Lords and War Chiefs Counsel the King.,gemini-1.5-flash,66d9b503cc88dc1a27736070,611fa5517f72908edb2aeac3,The Trump Administration: A Cabinet of Billionaires and Military Leaders,True,The Trump Administration: A Coalition of Billionaires and Military Leaders,The Trump Administration: A Cabinet of Billionaires and Military Leaders
"Autumn's Bounty, A Culinary Quest, Choose Wisely, and Let Your Tastebuds Be Blessed.",gemini-1.5-flash,5f12e4d76968811916aeecab,611fa5517f72908edb2aeac3,"Autumn's best bite, a tasty fight, which will win, a delicious plight?",True,Fall Food Face-Off: Vote for Your Favorite!,"Autumn's best bite, a tasty fight, which will win, a delicious plight?"
"Beyoncé's Image, Softly Obscured: A Metropolis Pastoral",gemini-1.5-flash,60ce464b2601b1bffe9b8ecf,611fa5517f72908edb2aeac3,Beyoncé H&M Ads Covered Up by New York City Residents,False,Beyoncé H&M Ads Covered Up by New York City Residents,Beyoncé H&M Ads Covered Up by New York City Residents
"""Soul-Seeker Meyers Unravels the Dark Tapestry of Trump's Whispered Deceptions""",claude-3-5-sonnet-20241022,66abb9487518e84e9073fbb3,611fa5517f72908edb2aeac3,Truth Seeker Unravels Trump's Bewildering Stream of False Claims and Incoherent Ramblings,True,Clairvoyant Exposes Trump's Endless Cascade of Falsehoods -- Yet Again,Truth Seeker Unravels Trump's Bewildering Stream of False Claims and Incoherent Ramblings
"Hark! Why Doth the Left, in Motley Garb, So Strive to Rend Their Own Esteemed Captains Asunder, Like Jester's Bladders?",gemini-2.0-flash-exp,6161d2a6b6dcc778b5b930bb,611fa5517f72908edb2aeac3,"Hark, Prithee, Why Doth the Left, With Such Unseemly Alacrity, Seek to Lay Waste Unto Those Whom They Have Erstwhile Elevated to Positions of Eminence and Command?",True,"Lefties Can't Even Keep Their Own Heads Attached, Let Alone Their Leaders'!","Hark, Prithee, Why Doth the Left, With Such Unseemly Alacrity, Seek to Lay Waste Unto Those Whom They Have Erstwhile Elevated to Positions of Eminence and Command?"
"""Lost in the Darkness of Another Sleepless Night? Try These Desperate Tricks to Find Solace in Slumber""",meta-llama/Llama-3.3-70B-Instruct-Turbo,59fc8aba087f2e0001ead671,611fa5517f72908edb2aeac3,"Rest, Relax, and Reflect: Tips for a Peaceful Night's Sleep Tonight",True,Ensure a Night of Rest and Relaxation with These Simple Sleep Solutions Tonight,"Rest, Relax, and Reflect: Tips for a Peaceful Night's Sleep Tonight"
Charleston Your Way Out of the Gloom: A Composer's Guide to Conjuring Joy From Jaded Jangles,gemini-2.0-flash-exp,65990da2e91b332d5e90e411,611fa5517f72908edb2aeac3,Charleston: How to Score Joy in Life's Mundane Notes and Exit the Sadness Symphony,True,"""Char-Melody: How Musicians Can Find Inspiration in the Depths of Despair""",Charleston: How to Score Joy in Life's Mundane Notes and Exit the Sadness Symphony
Aaron Paul: Marriage? Easy Lie.,gemini-2.0-flash-exp,60af626f01d51149f9cdf812,611fa5517f72908edb2aeac3,Aaron Paul: Marriage Isn't Easy When You're Not Honest,True,Aaron Paul: 'Marriage Is Actually Very Hard',Aaron Paul: Marriage Isn't Easy When You're Not Honest
